C:\Users\tzich\Desktop\github\Githubcar\IMG\center_2020_05_10_22_33_02_772.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\left_2020_05_10_22_33_02_772.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\right_2020_05_10_22_33_02_772.jpg,0,0,0,0.009051338
C:\Users\tzich\Desktop\github\Githubcar\IMG\\center_2020_05_10_22_33_02_851.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\left_2020_05_10_22_33_02_851.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\right_2020_05_10_22_33_02_851.jpg,0,0,0,0.002764637
C:\Users\tzich\Desktop\github\Githubcar\IMG\\center_2020_05_10_22_33_02_923.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\left_2020_05_10_22_33_02_923.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\right_2020_05_10_22_33_02_923.jpg,0,0,0,0.004361115
C:\Users\tzich\Desktop\github\Githubcar\IMG\\center_2020_05_10_22_33_03_008.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\left_2020_05_10_22_33_03_008.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\right_2020_05_10_22_33_03_008.jpg,0,0,0,0.007033761
C:\Users\tzich\Desktop\github\Githubcar\IMG\\center_2020_05_10_22_33_03_075.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\left_2020_05_10_22_33_03_075.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\right_2020_05_10_22_33_03_075.jpg,0,0,0,0.003437696
C:\Users\tzich\Desktop\github\Githubcar\IMG\\center_2020_05_10_22_33_03_159.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\left_2020_05_10_22_33_03_159.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\right_2020_05_10_22_33_03_159.jpg,0,0,0,0.01103798
C:\Users\tzich\Desktop\github\Githubcar\IMG\\center_2020_05_10_22_33_03_251.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\left_2020_05_10_22_33_03_251.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\right_2020_05_10_22_33_03_251.jpg,0,0,0,0.004058966
C:\Users\tzich\Desktop\github\Githubcar\IMG\\center_2020_05_10_22_33_03_333.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\left_2020_05_10_22_33_03_333.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\right_2020_05_10_22_33_03_333.jpg,0,0,0,0.01144246
C:\Users\tzich\Desktop\github\Githubcar\IMG\\center_2020_05_10_22_33_03_412.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\left_2020_05_10_22_33_03_412.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\right_2020_05_10_22_33_03_412.jpg,0,0,0,0.001963952
C:\Users\tzich\Desktop\github\Githubcar\IMG\\center_2020_05_10_22_33_03_490.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\left_2020_05_10_22_33_03_490.jpg,C:\Users\tzich\Desktop\github\Githubcar\IMG\\right_2020_05_10_22_33_03_490.jpg,0,0,0,0.008063228
